Temperatur, Messreihe #1
Zeit ( s )	Temperatur ( °C )
1138,8000	-25,4
1139,0000	-25,4
1139,2000	-25,4
1139,4000	-25,4
1139,6000	-25,4
1139,8000	-25,4
1140,0000	-25,4
1140,2000	-25,4
1140,4000	-25,4
1140,6000	-25,4
1140,8000	-25,4
1141,0000	-25,4
1141,2000	-25,4
1141,4000	-25,4
1141,6000	-25,4
1141,8000	-25,4
1142,0000	-25,4
1142,2000	-25,4
1142,4000	-25,4
1142,6000	-25,4
1142,8000	-25,4
1143,0000	-25,4
1143,2000	-25,4
1143,4000	-25,4
1143,6000	-25,4
1143,8000	-25,4
1144,0000	-25,4
1144,2000	-25,4
1144,4000	-25,4
1144,6000	-25,4
1144,8000	-25,4
1145,0000	-25,4
1145,2000	-25,4
1145,4000	-25,4
1145,6000	-25,4
1145,8000	-25,4
1146,0000	-25,4
1146,2000	-25,4
1146,4000	-25,4
1146,6000	-25,4
1146,8000	-25,4
1147,0000	-25,4
1147,2000	-25,4
1147,4000	-25,4
1147,6000	-25,4
1147,8000	-25,4
1148,0000	-25,4
1148,2000	-25,4
1148,4000	-25,4
1148,6000	-25,4
1148,8000	-25,4
1149,0000	-25,4
1149,2000	-25,4
1149,4000	-25,4
1149,6000	-25,4
1149,8000	-25,4
1150,0000	-25,4
1150,2000	-25,4
1150,4000	-25,4
1150,6000	-25,4
1150,8000	-25,4
1151,0000	-25,4
1151,2000	-25,4
1151,4000	-25,4
1151,6000	-25,4
1151,8000	-25,4
1152,0000	-25,4
1152,2000	-25,4
1152,4000	-25,4
1152,6000	-25,4
1152,8000	-25,4
1153,0000	-25,4
1153,2000	-25,4
1153,4000	-25,4
1153,6000	-25,4
1153,8000	-25,4
1154,0000	-25,4
1154,2000	-25,4
1154,4000	-25,4
1154,6000	-25,4
1154,8000	-25,4
1155,0000	-25,4
1155,2000	-25,4
1155,4000	-25,4
1155,6000	-25,4
1155,8000	-25,4
1156,0000	-25,4
1156,2000	-25,4
1156,4000	-25,4
1156,6000	-25,4
1156,8000	-25,4
1157,0000	-25,4
1157,2000	-25,4
1157,4000	-25,4
1157,6000	-25,4
1157,8000	-25,4
1158,0000	-25,4
1158,2000	-25,4
1158,4000	-25,4
1158,6000	-25,4
1158,8000	-25,4
1159,0000	-25,4
1159,2000	-25,4
1159,4000	-25,4
1159,6000	-25,4
1159,8000	-25,4
1160,0000	-25,4
1160,2000	-25,4
1160,4000	-25,4
1160,6000	-25,4
1160,8000	-25,4
1161,0000	-25,4
1161,2000	-25,4
1161,4000	-25,4
1161,6000	-25,4
1161,8000	-25,4
1162,0000	-25,4
1162,2000	-25,4
1162,4000	-25,4
1162,6000	-25,4
1162,8000	-25,4
1163,0000	-25,4
1163,2000	-25,4
1163,4000	-25,4
1163,6000	-25,4
1163,8000	-25,4
1164,0000	-25,4
1164,2000	-25,4
1164,4000	-25,4
1164,6000	-25,4
1164,8000	-25,4
1165,0000	-25,4
